headerdatestamp|headeridentifier|headersetSpec|metadata.oai_dc:dc.dc:format.0|metadata.oai_dc:dc.dc:format.1|metadata.oai_dc:dc.dc:identifier.0|metadata.oai_dc:dc.dc:identifier.1|metadata.oai_dc:dc.dc:subject.0|metadata.oai_dc:dc.dc:subject.1|metadata.oai_dc:dc@xmlns:dc|metadata.oai_dc:dc@xmlns:oai_dc|metadata.oai_dc:dc@xmlns:xsi|metadata.oai_dc:dc@xsi:schemaLocation|metadata.oai_dc:dcdc:contributor|metadata.oai_dc:dcdc:coverage|metadata.oai_dc:dcdc:creator|metadata.oai_dc:dcdc:date|metadata.oai_dc:dcdc:description|metadata.oai_dc:dcdc:format|metadata.oai_dc:dcdc:identifier|metadata.oai_dc:dcdc:language|metadata.oai_dc:dcdc:publisher|metadata.oai_dc:dcdc:rights|metadata.oai_dc:dcdc:source|metadata.oai_dc:dcdc:subject|metadata.oai_dc:dcdc:title|metadata.oai_dc:dcdc:type
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715722|uu_uap|image/jpeg|Oil on Canvas|DSC_0024.tif|https://collections.lib.utah.edu/ark:/87278/s60r9p4k|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Cope, Gordon Nicholson, 1906-1999.|1942|Oil painting depicting willow trees in landscape|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Willows|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715724|uu_uap|image/jpeg|Ink and Watercolor|DSC_0036.tif|https://collections.lib.utah.edu/ark:/87278/s6r78dz9|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Zimbeaux, Francis Hubert, 1913-|    |Watercolor and ink painting depicting a landscape with pond.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|At the Pond|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715725|uu_uap|image/jpeg|photograph|DSC_0037.tif|https://collections.lib.utah.edu/ark:/87278/s6mg7p70|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Rasmussen, Richard|2002|Photograph of a section of the Burr Trail|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Landscape photography|Burr Trail|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715726|uu_uap|image/jpeg|Oil on canvas|DSC_0038.tif|https://collections.lib.utah.edu/ark:/87278/s6gq6xgt|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Posselli, Bonnie Lee Blair, 1942-|    |Oil painting depicting a rural homestead among trees.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"28"" X 21"""|Painting, American|Untitled|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715727|uu_uap|image/jpeg|Oil on board|DSC_0039.tif|https://collections.lib.utah.edu/ark:/87278/s6bz65sx|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Fairbanks, J. (Jonathan) Leo, 1878-1946.|    |Oil painting depicting buildings and a road running on the side of them.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"18"" X 12"""|Painting, American|Springtime on the Ranch|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715728|uu_uap|image/jpeg|lithography|DSC_0041.tif|https://collections.lib.utah.edu/ark:/87278/s67944db|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Andrus, James Roman, 1907-1993.|1942|Lithograph depicting a birds-eye view of a low-income community in the 1940's.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"16"" X 12"""|Lithography, American|Niggerville|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715729|uu_uap|image/jpeg|Oil on Canvas|DSC_0042.tif|https://collections.lib.utah.edu/ark:/87278/s63j3cq2|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Evans, Edwin, 1860-1946.|    |Oil painting depicting mining buildings and mountains in the background.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"27"" X 21"""|Painting, American|Untitled|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715730|uu_uap|    |    |DSC_0043.tif|https://collections.lib.utah.edu/ark:/87278/s6zs2w87|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Shepard, Sharon Jensen, 1943-|1979|Drawing with varying geometric forms and colors.|image/jpeg|    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"22"" X 28"""|Pastel drawing|Cyclopes|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715731|uu_uap|image/jpeg|Oil on Canvas|DSC_0044.tif|https://collections.lib.utah.edu/ark:/87278/s6v124j6|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Cox, Robert|    |Oil painting depicting flowers in a vase.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"24"" X 36"""|Painting, American|Untitled|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715732|uu_uap|image/jpeg|Oil Paintings|DSC_0045.tif|https://collections.lib.utah.edu/ark:/87278/s6q81ctg|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Rosenbaum, David Howell, 1908-1982.|1940|Oil painting depicting turkeys in a field of straw with trees and farm in the background.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Redheads in the Straw|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715733|uu_uap|image/jpeg|Acrylic and Pastel on Canvas|DSC_0046.tif|https://collections.lib.utah.edu/ark:/87278/s6kh0n2q|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Smith, Chad Merrill, 1940-|1986|Oil painting of abstracted forms with several colors and symbols.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"13"" X 11"""|Painting, American|Connell Tribute|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715734|uu_uap|image/jpeg|Colored Pencil on Paper|DSC_0047.tif|https://collections.lib.utah.edu/ark:/87278/s6fq9wcw|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Wood, John Williams, 1945-|1981|Colored pencil drawing of cross hatched lines and forms.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"13"" X 11"""|Drawing, American|To Touch for Real|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715735|uu_uap|image/jpeg|Colored Pencil on Paper|DSC_0048.tif|https://collections.lib.utah.edu/ark:/87278/s6b27v09|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Wood, John Williams, 1945-|1981|Colored Pencil drawing with cross-hatched lines and forms.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"13"" X 11"""|Drawing, American|The Ghostly Garden Grows|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715736|uu_uap|image/jpeg|watercolor|DSC_0049.tif|https://collections.lib.utah.edu/ark:/87278/s669739d|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Evans, Edwin, 1860-1946.|    |Watercolor painting depicting field, barn and haystack.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"14"" X 10"""|Watercolor painting, American|Untitled #1|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715737|uu_uap|image/jpeg|watercolor|DSC_0050.tif|https://collections.lib.utah.edu/ark:/87278/s62j6bm4|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|Villeneuve - Les - Avignon (France)|Evans, Edwin, 1860-1946.|    |Watercolor painting depicting the Villeneuve les Avignon church.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"12.5"" X 12.5"""|Watercolor painting, American|Villeneuve - les - Avignon, Ancient Church of the Chartreux|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715738|uu_uap|image/jpeg|watercolor|DSC_0051.tif|https://collections.lib.utah.edu/ark:/87278/s6xs5v4v|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Evans, Edwin, 1860-1946.|    |Watercolor painting depicting a buildings with bushes in the foreground.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"12.5"" X 12.5"""|Watercolor painting, American|Untitled #2|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715739|uu_uap|image/jpeg|watercolor|DSC_0052.tif|https://collections.lib.utah.edu/ark:/87278/s6t153cc|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Evans, Edwin, 1860-1946.|    |Watercolor painting depicting fields.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"13.5"" x 10"""|Watercolor painting, American|Untitled #3|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715740|uu_uap|image/jpeg|watercolor|DSC_0053.tif|https://collections.lib.utah.edu/ark:/87278/s6p84bm6|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Evans, Edwin, 1860-1946.|    |Watercolor painting depicting fields with mountains in the background.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"14"" X 10"""|Watercolor painting, American|Untitled #4|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715741|uu_uap|image/jpeg|watercolor|DSC_0054.tif|https://collections.lib.utah.edu/ark:/87278/s6jh3kxx|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Evans, Edwin, 1860-1946.|    |Watercolor painting depicting mountains with orchards in the foreground.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|"13.5"" X 10"""|Watercolor painting, American|Untitled #5|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715742|uu_uap|image/jpeg|Oil painting on canvas|DSC_0055.tif|https://collections.lib.utah.edu/ark:/87278/s6dv1jmx|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Evans, Edwin, 1860-1946.|    |Oil painting a mountain landscape|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Untitled #6|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715743|uu_uap|image/jpeg|watercolor|DSC_0056.tif|https://collections.lib.utah.edu/ark:/87278/s6930sxz|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Evans, Edwin, 1860-1946.|    |Watercolor painting depicting an orchard with mountain in the background.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Watercolor painting, American|Untitled #7|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715744|uu_uap|image/jpeg|Oil on Birch Panel|DSC_0057.tif|https://collections.lib.utah.edu/ark:/87278/s65b027g|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|Salt Lake County|    |Pendergrast, Holly Mae|    |Oil painting depicting Native American  woman.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Formality of Julia Moonsparrow-In Full Sundance Attire with Grandmother's Last Woven Blanket|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715747|uu_uap|image/jpeg|"B & W Photograph 10.5"" X 6.5"""|DSC_0062.tif|https://collections.lib.utah.edu/ark:/87278/s6s18270|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Winston, Kerry Jones|1996-04-27|Photograph depicting Draper Dignitaries from different years.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Photography, Artistic|Draper Dignitaries|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715749|uu_uap|image/jpeg|"B & W Photograph 10.5"" X 6.5"""|DSC_0065.tif|https://collections.lib.utah.edu/ark:/87278/s6hm5868|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Winston, Kerry Jones|1996-01-13|Photograph depicting couples dancing in 19th century clothing during the Centennial Ball in West Valley, Utah.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Photography|West Valley Centennial Ball|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715750|uu_uap|image/jpeg|"Watercolor on paper 20"" X 16"""|DSC_0066.tif|https://collections.lib.utah.edu/ark:/87278/s6cv4hh0|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Wassmer, Theodore Milton, 1910-|1998|Watercolor Painting depicting shapes and lines in black, blue and brown shades.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Watercolor painting, American|Desert Labyrinth|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715751|uu_uap|image/jpeg|"Serigraph 16"" X 20"""|DSC_0067.tif|https://collections.lib.utah.edu/ark:/87278/s6833rsk|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Irvine, Ada Chamberlin, 1910-|    |Serigraph depicting rectangular shapes in various opacity and colors on a lime green background.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Serigraphy|The Plan|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715752|uu_uap|image/jpeg|"Mixed Media 34"" X 24"""|DSC_0068.tif|https://collections.lib.utah.edu/ark:/87278/s64b312n|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Geary, Wayne Lyndell, 1948-|    |Mixed Media painting depicting image with purple background with geometric shapes in the middle and palm tree-like shapes on the right side.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Barrier Canyon|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715753|uu_uap|image/jpeg|"Watercolor on paper 13.5"" X 19"""|DSC_0069.tif|https://collections.lib.utah.edu/ark:/87278/s60k289g|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Lewis, Julie Rich, 1964-|1998|Watercolor painting depicting a play at a theatre with dancers and actors with sets of buildings in the background.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Watercolor painting, American|At the Theatre|Image/StillImage
2006-02-27|oai:collections.lib.utah.edu:uu_uap/715754|uu_uap|image/jpeg|"Oil on Board 24"" X 30"""|DSC_0070.tif|https://collections.lib.utah.edu/ark:/87278/s6vt1rts|    |    |http://purl.org/dc/elements/1.1/|http://www.openarchives.org/OAI/2.0/oai_dc/|http://www.w3.org/2001/XMLSchema-instance|http://www.openarchives.org/OAI/2.0/oai_dc/ http://www.openarchives.org/OAI/2.0/oai_dc.xsd|    |    |Neslon, (Howard) Edward, 1917-|    |Oil painting depicting houses with mountains in the background.|    |    |eng|J. Willard Marriott Library, University of Utah|Digital Image Copyright University of Utah|    |Painting, American|Morning|Image/StillImage
